SOC4,Intercept,Coefficient,SOC 4 digit label,SOC2,Value,WeightedRoles
1172.0,178.93387096774194,-0.8738911290322585,Social services managers and directors,11,7549.0,-0.0005504399998718828
1171.0,569.1935483870967,-2.4107862903225765,Health services and public health managers and directors,11,24696.0,-0.00496762220213462
1112.0,229.64516129032256,-2.1441532258064506,Elected officers and representatives,11,8504.0,-0.0015213961018874947
1111.0,228.5435483870967,-2.115120967741932,Chief executives and senior officials,11,8403.0,-0.0014829714973665302
1150.0,519.8483870967741,-1.907358870967741,Managers and directors in retail and wholesale,11,22739.0,-0.0036188201940460787
1132.0,841.9080645161289,-2.9680443548387,"Marketing, sales and advertising directors",11,37216.0,-0.009216442326671547
1121.0,1406.0596774193546,-3.03245967741934,Production managers and directors in manufacturing,11,64406.0,-0.016296134196793235
1134.0,689.0580645161292,0.5901209677419242,Purchasing managers and directors,11,33998.0,0.0016740084481923758
1131.0,1773.7193548387108,-1.1921370967742622,Financial managers and directors,11,83789.0,-0.00833444029261818
1135.0,26.393548387096775,0.052016129032257975,Charitable organisation managers and directors,11,1353.0,5.872175895436077e-06
1162.0,15.979032258064514,0.05120967741935489,Senior police officers,11,846.0,3.6148113154084505e-06
1137.0,412.8419354838709,-2.380241935483868,Information technology directors,11,16979.0,-0.0033720689065492135
1140.0,73.2516129032258,-0.0363911290322576,"Directors in logistics, warehousing and transport",11,3506.0,-1.064561293145997e-05
1161.0,73.36774193548389,-0.03760080645161412,Officers in armed forces,11,3507.0,-1.1002621052778272e-05
1133.0,98.6693548387097,-0.5917338709677429,Public relations and communications directors,11,4102.0,-0.0002025281124066429
1139.0,709.6338709677422,0.35453629032256107,Functional managers and directors n.e.c.,11,34718.0,0.001027019346941662
1136.0,2049.158064516128,-11.283064516128972,Human resource managers and directors,11,85816.0,-0.08079017873778721
1123.0,35.74354838709677,-0.11804435483870966,Production managers and directors in mining and energy,11,1599.0,-1.5749142645564402e-05
1163.0,118.56129032258063,-0.2966733870967733,"Senior officers in fire, ambulance, prison and related services",11,5376.0,-0.00013307641107272765
1122.0,1051.3645161290326,-7.859475806451637,Production managers and directors in construction,11,41369.0,-0.02712887810995675
1232.0,1016.8661290322578,-7.2804435483870815,"Residential, day and domiciliary care managers and proprietors",12,40571.0,-0.024645451630573165
1224.0,436.56290322580656,-3.0371975806451705,Leisure and sports managers and proprietors,12,17342.0,-0.004394762975406983
1259.0,448.47419354838706,-1.8658266129032233,Managers and proprietors in other services n.e.c.,12,19330.0,-0.003009306112067854
1252.0,32.87903225806452,-0.2278225806451616,Garage managers and proprietors,12,1343.0,-2.552912968927752e-05
1223.0,44.78548387096774,-0.23608870967741932,Publicans and managers of licensed premises,12,1903.0,-3.7486702257046975e-05
1243.0,242.6709677419355,-2.0399193548387116,Managers in logistics,12,9278.0,-0.0015791762240601926
1253.0,52.08870967741937,-0.22782258064516173,Hairdressing and beauty salon managers and proprietors,12,2278.0,-4.3302574409660644e-05
1254.0,84.32580645161292,-0.4059475806451624,Waste disposal and environmental services managers,12,3597.0,-0.0001218354369479301
1225.0,32.737096774193546,0.04364919354838721,Travel agency managers and proprietors,12,1623.0,5.910959366926181e-06
1257.0,135.13225806451612,0.2639112903225801,Hire services managers and proprietors,12,6865.0,0.0001511686523961073
1211.0,68.65806451612903,0.15191532258064536,Managers and proprietors in agriculture and horticulture,12,3504.0,4.441492239005966e-05
1255.0,159.82096774193545,-0.2796370967741923,Managers and directors in the creative industries,12,7363.0,-0.00017179590791866124
1221.0,334.90161290322584,-2.708064516129035,Hotel and accommodation managers and proprietors,12,12933.0,-0.0029222779029473016
1241.0,496.92258064516153,-2.1630040322580806,Managers in transport and distribution,12,21499.0,-0.0038800633701906073
1212.0,96.26451612903222,-0.6606854838709659,"Managers and proprietors in forestry, fishing and related services",12,3917.0,-0.00021592929477245648
1251.0,1049.5467741935486,-6.031149193548396,"Property, housing and estate managers",12,43190.0,-0.021734342459018882
1256.0,11.872580645161293,-0.035887096774193716,Betting shop and gambling establishment managers,12,555.0,-1.6618603983972845e-06
1222.0,432.24193548387086,-2.4178427419354787,Restaurant and catering establishment managers and proprietors,12,17990.0,-0.0036292964499620366
1233.0,6.672580645161291,-0.11814516129032261,Early education and childcare services proprietors,12,205.0,-2.020845122577841e-06
1258.0,65.19193548387098,-0.4817540322580648,Directors in consultancy services,12,2571.0,-0.00010334528444058741
1242.0,1094.132258064516,-6.280443548387094,Managers in storage and warehousing,12,44996.0,-0.023579112488290595
1231.0,139.06451612903226,-0.46219758064516125,Health care practice managers,12,6128.0,-0.00023632499337240855
2161.0,641.4387096774194,0.298689516129028,Research and development (R&D) managers,21,31455.0,0.0007839220831966198
2162.0,87.66935483870968,-0.20967741935483936,"Other researchers, unspecified discipline",21,3998.0,-6.994516234137085e-05
2121.0,815.3725806451611,-0.2501008064516015,Civil engineers,21,39185.0,-0.0008177078615420241
2136.0,270.9032258064516,-0.2056451612903186,IT quality and testing professionals,21,12802.0,-0.00021966433400837288
2114.0,168.69838709677424,-0.46048387096774435,Physical scientists,21,7571.0,-0.0002908914116225448
2113.0,343.72741935483873,-1.1941532258064513,Biochemists and biomedical scientists,21,15093.0,-0.0015038303939224496
2115.0,338.4258064516129,-1.509979838709679,Social and humanities scientists,21,14396.0,-0.0018137449511170486
2142.0,522.8338709677421,-1.475504032258069,Graphic and multimedia designers,21,23556.0,-0.0029000479337128707
2126.0,42.75645161290321,0.12812500000000074,Aerospace engineers,21,2223.0,2.3764931729045654e-05
2137.0,340.2274193548388,-0.10846774193548837,IT network professionals,21,16350.0,-0.0001479726958439374
2124.0,206.88387096774193,-1.1817540322580637,Electronics engineers,21,8474.0,-0.0008355621955804486
2135.0,820.0435483870967,-1.0909274193548348,Cyber security professionals,21,38301.0,-0.0034863356788033613
2119.0,185.29677419354834,-0.9520161290322553,Natural and social science professionals n.e.c.,21,7836.0,-0.0006224464057339135
2133.0,2664.504838709677,-0.8682459677419403,"IT business analysts, architects and systems designers",21,127718.0,-0.009252479127645773
2151.0,152.90806451612903,-0.8652217741935488,Conservation professionals,21,6359.0,-0.0004590706157336944
2112.0,171.75161290322586,-0.7349798387096802,Biological scientists,21,7390.0,-0.0004531928969391681
2122.0,815.0145161290322,-0.6632056451612904,Mechanical engineers,21,38679.0,-0.002140359287590206
2125.0,453.24032258064534,-0.41471774193549266,Production and process engineers,21,21374.0,-0.0007396080853076518
2111.0,174.26935483870972,-0.5309475806451626,Chemical scientists,21,7745.0,-0.0003431123088049722
2141.0,237.8048387096774,0.15131048387096924,Web design professionals,21,11648.0,0.00014705629229030286
2134.0,5128.495161290322,49.43629032258063,Programmers and software development professionals,21,303615.0,1.2523690545855009
2127.0,560.8516129032257,-1.2412298387096694,Engineering project managers and project engineers,21,25588.0,-0.0026500360337225032
2139.0,967.3322580645163,-5.4900201612903325,Information technology professionals n.e.c.,21,40250.0,-0.018437543329658107
2131.0,614.2177419354839,1.5267137096774162,IT project managers,21,31678.0,0.004035325668048358
2152.0,691.2935483870965,1.1016129032258197,Environment professionals,21,34727.0,0.003191975219812744
2123.0,457.65322580645164,-2.714213709677419,Electrical engineers,21,18757.0,-0.004247864432847267
2129.0,1431.5258064516129,0.7992943548387133,Engineering professionals n.e.c.,21,70251.0,0.004685139065635523
2132.0,2303.467741935483,5.576612903225864,IT managers,21,117384.0,0.05461886029973928
2235.0,552.9661290322582,-0.1697580645161402,Registered mental health nurses,22,26489.0,-0.00037519687132737045
2233.0,603.3548387096774,-1.3639112903225856,Registered specialist nurses,22,27448.0,-0.003123633410425006
2237.0,3680.433870967742,-14.476713709677428,Other registered nursing professionals,22,161996.0,-0.19567597520000307
2256.0,74.11935483870967,0.07822580645161369,Podiatrists,22,3636.0,2.373215376582805e-05
2224.0,150.0741935483871,-0.15332661290322447,Psychotherapists and cognitive behaviour therapists,22,6981.0,-8.930965461120745e-05
2236.0,316.0790322580645,-0.14506048387096745,Registered children's nurses,22,15030.0,-0.00018191618186458124
2259.0,1401.5435483870972,-0.8358870967742095,Other health professionals n.e.c.,22,66338.0,-0.004626720080184423
2254.0,393.22419354838706,-0.9575604838709689,Medical radiographers,22,17995.0,-0.0014377431145821524
2225.0,227.80483870967743,0.358467741935483,Clinical psychologists,22,11487.0,0.00034357371520174593
2231.0,188.75806451612908,-0.7409274193548409,Midwifery nurses,22,8015.0,-0.0004954985906199183
2234.0,806.1000000000001,-0.706350806451621,Registered nurse practitioners,22,37981.0,-0.0022384637735562026
2255.0,94.1806451612903,1.0481854838709688,Paramedics,22,5733.0,0.0005013988258649285
2212.0,1694.1241935483868,1.1802419354838942,Specialist medical practitioners,22,81864.0,0.008061711136115418
2229.0,449.0403225806453,-0.03931451612904072,Therapy professionals n.e.c.,22,21520.0,-7.059247875124845e-05
2211.0,332.0548387096774,-0.35927419354838597,Generalist medical practitioners,22,15535.0,-0.0004656938586615961
2251.0,794.5451612903225,0.13629032258064575,Pharmacists,22,38536.0,0.000438222712454126
2240.0,663.3129032258065,1.9502016129032225,Veterinarians,22,34369.0,0.0055925469314153905
2222.0,768.4854838709676,0.47066532258064747,Occupational therapists,22,37619.0,0.0014773475575574379
2226.0,424.641935483871,0.4820564516129034,Other psychologists,22,21047.0,0.0008465474982277193
2252.0,355.8129032258065,-0.20201612903226415,Optometrists,22,16980.0,-0.00028621142164101814
2232.0,794.6322580645159,-0.23407258064514924,Registered community nurses,22,38196.0,-0.0007459876845966692
2253.0,435.0854838709679,0.5117943548387001,Dental practitioners,22,21652.0,0.0009246060686007455
2221.0,740.4983870967741,0.5661290322580659,Physiotherapists,22,36443.0,0.001721443518823851
2223.0,318.30967741935484,-0.19475806451612904,Speech and language therapists,22,15086.0,-0.00024515049992138675
2315.0,499.61129032258066,0.8433467741935481,Nursery education teaching professionals,23,25068.0,0.0017639615080631327
2324.0,311.0435483870968,-0.03145161290322436,Early education and childcare services managers,23,14981.0,-3.93139748762891e-05
2313.0,2101.016129032258,6.6723790322580685,Secondary education teaching professionals,23,110923.0,0.06175406431267523
2314.0,1521.893548387097,-0.03971774193549794,Primary education teaching professionals,23,73088.0,-0.00024221099707689368
2322.0,534.1887096774193,-0.5531249999999914,Education managers,23,25103.0,-0.0011585429640386755
2323.0,200.85,-1.107056451612903,Education advisers and school inspectors,23,8270.0,-0.000763903512011817
2329.0,239.4612903225807,0.06844758064515723,Other educational professionals n.e.c,23,11649.0,6.652884400875902e-05
2321.0,324.5677419354839,0.7810483870967692,Head teachers and principals,23,16553.0,0.0010787427373891221
2311.0,971.3806451612899,-6.182056451612872,Higher education teaching professionals,23,40059.0,-0.020663139141012095
2317.0,783.5822580645163,-0.5242943548387196,Teachers of English as a foreign language,23,37297.0,-0.0016315947983510776
2319.0,654.217741935484,1.9374999999999902,Teaching professionals n.e.c.,23,33872.0,0.005475777359383166
2312.0,76.3,0.082056451612903,Further education teaching professionals,23,3735.0,2.5572110287697352e-05
2316.0,802.9129032258066,-1.2657258064516272,Special and additional needs education teaching professionals,23,37387.0,-0.003948421269966745
2455.0,336.4677419354839,0.10987903225806352,Construction project managers and related professionals,24,16354.0,0.00014993466343442562
2453.0,1225.4983870967744,2.176512096774182,Quantity surveyors,24,61569.0,0.011181148487816994
2412.0,1956.9467741935482,2.2432459677419407,Solicitors and lawyers,24,97008.0,0.018157149798827963
2461.0,1293.4677419354841,0.020161290322563915,Social workers,24,62525.0,0.00010518050552657506
2462.0,50.009677419354844,-0.12409274193548425,Probation officers,24,2289.0,-2.3700385131731587e-05
2452.0,316.87419354838704,-0.8076612903225766,"Chartered architectural technologists, planning officers and consultants",24,14292.0,-0.0009631313200572771
2451.0,295.78709677419357,-0.9025201612903218,Architects,24,13181.0,-0.0009925868157285174
2423.0,675.9612903225805,1.0175403225806559,Taxation experts,24,33948.0,0.002882232770055491
2432.0,1447.582258064516,0.0009072580645110387,Marketing and commercial managers,24,70024.0,5.3007946797776194e-06
2433.0,768.4112903225806,0.12046370967742098,"Actuaries, economists and statisticians",24,37524.0,0.0003771625734355957
2435.0,11.893548387096773,-0.013508064516128966,Professional/Chartered company secretaries,24,579.0,-6.525817434459484e-07
2419.0,956.8725806451615,-6.3388104838709785,Legal professionals n.e.c.,24,38880.0,-0.02056351033256281
2471.0,58.36774193548385,-0.17116935483870793,Librarians,24,2598.0,-3.710465436244187e-05
2472.0,21.02096774193549,0.03548387096774164,"Archivists, conservators and curators",24,1098.0,3.2508472342289127e-06
2491.0,83.65483870967742,-0.1679435483870967,"Newspaper, periodical and broadcast editors",24,3859.0,-5.40755983205463e-05
2463.0,213.3403225806451,-1.0414314516128995,Clergy,24,9044.0,-0.0007858768088506778
2439.0,234.43870967741947,0.5890120967741875,"Business, research and administrative professionals n.e.c.",24,12026.0,0.000591028799483885
2431.0,1830.7096774193544,-7.139616935483846,Management consultants and business analysts,24,78850.0,-0.04697208505514211
2469.0,197.6483870967742,-1.0128024193548397,Welfare professionals n.e.c.,24,8341.0,-0.0007048652190339077
2483.0,49.2483870967742,-0.11179435483871002,Environmental health professionals,24,2263.0,-2.1108999901126184e-05
2481.0,202.75967741935486,-1.0303427419354847,Quality control and planning engineers,24,8549.0,-0.0007349541780728153
2422.0,2388.443548387096,0.2550403225806915,Finance and investment analysts and advisers,24,116709.0,0.0024835701237400296
2492.0,74.9741935483871,0.16340725806451584,Newspaper and periodical broadcast journalists and reporters,24,3840.0,5.235592018564433e-05
2421.0,789.0064516129033,-0.4454637096774289,Chartered and certified accountants,24,37650.0,-0.0013993957153279294
2411.0,64.1983870967742,-0.3697580645161297,Barristers and judges,24,2629.0,-8.110945268617014e-05
2434.0,943.2080645161287,-5.827520161290304,Business and related research professionals,24,38915.0,-0.01892186978239921
2493.0,776.1935483870969,-0.0751008064516225,Public relations professionals,24,37514.0,-0.00023507216360049165
2482.0,1440.777419354839,-1.8746975806451793,Quality assurance and regulatory professionals,24,67117.0,-0.010498493530866591
2464.0,36.69193548387096,-0.08860887096774141,Youth work professionals,24,1689.0,-1.2487344190368117e-05
2454.0,482.6467741935485,0.08457661290321977,Chartered surveyors,24,23457.0,0.00016553353379595404
2494.0,256.3967741935482,-0.22893145161289338,Advertising accounts managers and creative directors,24,12100.0,-0.00023112879883387311
2440.0,2790.1661290322586,3.031451612903196,Business and financial project management professionals,24,140592.0,0.03556104211912894
3119.0,822.4741935483871,0.3821572580645161,"Science, engineering and production technicians n.e.c.",31,40199.0,0.0012818009578614109
3116.0,311.26774193548385,-0.610987903225806,"Planning, process and production technicians",31,14288.0,-0.0007283955490308329
3132.0,3997.36935483871,-24.469153225806494,IT user support technicians,31,162789.0,-0.33235883329453303
3115.0,521.8951612903224,-0.5307459677419323,Quality assurance technicians,31,24562.0,-0.0010877113499853641
3120.0,637.1580645161289,0.9417338709677499,"CAD, drawing and architectural technicians",31,32286.0,0.002536913521071173
3133.0,618.8387096774194,-1.0947580645161292,Database administrators and web content technicians,31,28517.0,-0.002604864989243311
3114.0,191.81935483870964,-0.739213709677416,Building and civil engineering technicians,31,8391.0,-0.0005175436255260818
3131.0,1745.559677419355,-4.547076612903238,IT operations technicians,31,78382.0,-0.0297380058325228
3112.0,266.7983870967741,0.08014112903226234,Electrical and electronics technicians,31,12945.0,8.656069628260374e-05
3113.0,965.0725806451616,-4.878528225806471,Engineering technicians,31,40960.0,-0.01667293280614779
3111.0,455.6080645161289,0.16310483870968406,Laboratory technicians,31,22199.0,0.00030210887678990103
3223.0,472.22419354838695,-0.18437499999999335,Housing officers,32,22354.0,-0.00034389076230092043
3214.0,115.76290322580647,-0.10312500000000106,Complementary health associate professionals,32,5459.0,-4.697213341882983e-05
3211.0,157.3193548387097,0.12419354838709656,Dispensing opticians,32,7749.0,8.029859131433519e-05
3231.0,482.1048387096777,0.6068548387096601,Higher level teaching assistants,32,24057.0,0.0012181184387971338
3224.0,180.94354838709674,-0.6658266129032234,Counsellors,32,7903.0,-0.0004390524062251475
3222.0,532.4370967741936,0.05080645161289668,Child and early years officers,32,25856.0,0.00010960829780504629
3221.0,811.4209677419358,0.18084677419353667,Youth and community workers,32,39591.0,0.0005974072212222823
3213.0,618.4870967741936,2.5315524193548353,Medical and dental technicians,32,32918.0,0.006953181969269203
3240.0,374.7887096774194,0.2274193548387102,Veterinary nurses,32,18324.0,0.0003477050002285802
3219.0,112.30483870967744,-0.7161290322580658,Health associate professionals n.e.c.,32,4539.0,-0.00027121561701843607
3212.0,319.8548387096774,-0.4329637096774174,Pharmaceutical technicians,32,14886.0,-0.0005377652569079705
3229.0,1457.874193548387,1.0370967741935535,Welfare and housing associate professionals n.e.c.,32,72111.0,0.006239991980274564
3232.0,812.5854838709678,0.13276209677419137,Early education and childcare practitioners,32,39359.0,0.0004359948791619665
3313.0,124.72741935483867,0.3804435483870992,Fire service officers (watch manager and below),33,6406.0,0.00020334822596209146
3319.0,469.32096774193536,-0.5805443548387007,Protective service associate professionals n.e.c.,33,21869.0,-0.001059320948869483
3314.0,232.19354838709677,0.23588709677419356,Prison service officers (below principal officer),33,11585.0,0.0002280150184943412
3312.0,81.26451612903227,0.1412298387096767,Police officers (sergeant and below),33,4072.0,4.798411202918019e-05
3311.0,96.49193548387095,0.7328629032258076,Non-commissioned officers and other ranks,33,5442.0,0.0003327702600178511
3414.0,628.4032258064517,1.3306451612903234,Dancers and choreographers,34,31930.0,0.003545066673119198
3431.0,63.03225806451613,-0.19657258064516112,Sports players,34,2814.0,-4.615409739915664e-05
3422.0,72.36774193548385,0.11260080645161431,"Clothing, fashion and accessories designers",34,3636.0,3.4160845046945876e-05
3413.0,139.43709677419355,-0.10947580645161258,"Actors, entertainers and presenters",34,6555.0,-5.9876179136970395e-05
3433.0,445.43548387096774,0.06754032258064505,Fitness and wellbeing instructors,34,21458.0,0.00012092486226997588
3411.0,60.903225806451616,0.0645161290322579,Artists,34,3016.0,1.6235395360878387e-05
3415.0,63.887096774193566,-0.21673387096774271,Musicians,34,2820.0,-5.099635385910885e-05
3421.0,242.86774193548382,0.019354838709680307,Interior designers,34,11781.0,1.902545020688368e-05
3416.0,456.03225806451616,-0.38608870967742087,"Arts officers, producers and directors",34,21512.0,-0.0006929966272392684
3417.0,446.5935483870969,0.958366935483864,"Photographers, audio-visual and broadcasting equipment operators",34,22770.0,0.0018207825488825026
3432.0,465.8322580645161,1.0170362903225827,"Sports coaches, instructors and officials",34,23710.0,0.0020120150908699724
3412.0,585.6999999999999,1.280342741935485,"Authors, writers and translators",34,29848.0,0.0031886342731322417
3429.0,293.54677419354846,-1.1027217741935558,Design occupations n.e.c.,34,12852.0,-0.001182496589846994
3541.0,883.6838709677417,-2.4313508064515976,"Estimators, valuers and assessors",35,40009.0,-0.008116495493755883
3554.0,2355.3774193548393,-2.5497983870968057,Advertising and marketing associate professionals,35,112539.0,-0.02394264486258303
3552.0,3468.048387096775,-17.712197580645203,Business sales executives,35,148471.0,-0.2194205562549389
3573.0,523.7258064516132,-0.6219758064516286,Information technology trainers,35,24553.0,-0.0012742108112795355
3555.0,601.2822580645162,-2.0196572580645213,Estate agents and auctioneers,35,26554.0,-0.004474771418243215
3533.0,875.3225806451613,-2.826108870967747,Financial and accounting technicians,35,39038.0,-0.0092053366951709
3549.0,1228.8322580645158,-4.657862903225789,Business associate professionals n.e.c.,35,53959.0,-0.02097074329338136
3571.0,2826.5870967741935,-4.057862903225801,Human resources and industrial relations officers,35,132888.0,-0.04499314645339975
3534.0,1203.2209677419353,-4.133770161290313,Financial accounts managers,35,53401.0,-0.018418698793285088
3572.0,570.6693548387096,-1.3770161290322591,Careers advisers and vocational guidance specialists,35,25888.0,-0.002974409482913561
3553.0,342.05806451612904,-0.42903225806451717,Merchandisers,35,15917.0,-0.0005697894363156605
3551.0,1145.6096774193547,-8.26189516129032,Buyers and procurement officers,35,45350.0,-0.031262247788334474
3520.0,530.908064516129,-1.18578629032258,Legal associate professionals,35,24335.0,-0.002407692419210234
3582.0,916.5258064516128,-3.049495967741925,Health and safety managers and officers,35,40653.0,-0.01034388999689298
3560.0,497.1080645161288,-0.2532258064516009,Public services associate professionals,35,23686.0,-0.000500452562991433
3556.0,4641.3,-39.997076612903264,Sales accounts and business development managers,35,176320.0,-0.5884276298167832
3532.0,235.59999999999994,0.4665322580645198,Insurance underwriters,35,11980.0,0.0004663389881917008
3531.0,296.80645161290306,-0.10332661290321768,Brokers,35,14108.0,-0.0001216300468827898
3574.0,2476.741935483871,4.133568548387078,Other vocational and industrial trainers,35,124383.0,0.042899220544576476
3543.0,769.141935483871,-0.12681451612903022,Project support officers,35,37063.0,-0.0003921685554601325
3544.0,799.6887096774193,0.18528225806451806,Data analysts,35,38833.0,0.000600341004535218
3512.0,86.14677419354838,-0.029838709677418623,Ship and hovercraft officers,35,4167.0,-1.0374490307297802e-05
